hip	simbad_id	ra_deg	dec_deg	v_mag
27560	HD  39051	87.554439	4.423406	5.936
27566	* kap Men	87.569941	-79.361361	5.451
27581	* 135 Tau	87.620452	14.305607	5.52
27583	CD-52  1358	87.620072	-52.767897	6.339
27588	BD+01  1148	87.625114	2.024703	5.976
27621	HD  39640	87.721756	-52.108874	5.166
27628	* bet Col	87.739968	-35.768310	3.12
27629	HD  39004	87.742126	27.967862	5.582
27639	* ups Aur	87.760155	37.305570	4.74
27654	* del Lep	87.830400	-20.879092	3.85
27658	*  55 Ori	87.841598	-7.518003	5.341
27660	HD  39963	87.846190	-64.033563	6.359
27661	V* V440 Aur	87.857294	32.124692	6.26
27670	HD  39385	87.869226	-22.926948	6.156
27673	* nu. Aur	87.872373	39.148524	3.95
27705	HD  39543	87.998280	-29.449425	6.444
27713	HD  39421	88.032204	-9.041901	5.96
27731	*  30 Cam	88.071893	58.964089	6.132
27737	HD  39937	88.084173	-57.156189	5.948
27743	* 137 Tau	88.092881	14.171786	5.586
27747	HD  39286	88.097527	19.867847	5.985
27750	*  56 Ori	88.110161	1.855138	4.75
27766	HD  39720	88.138271	-37.631062	5.615
27777	HD  39182	88.165268	39.574705	6.39
27778	HD  39225	88.167054	33.917463	6.07
27795	HD  38645	88.231226	68.471543	6.213
27810	* lam Col	88.278673	-33.801363	4.87
27830	* 136 Tau	88.331859	27.612262	4.552
27890	*  36 Dor	88.525227	-63.089780	4.66
27900	HD  39632	88.555622	10.586406	6.115
27901	HD  39891	88.558380	-29.147271	6.334
27902	HD  39685	88.565664	3.225641	6.302
27913	* chi01 Ori	88.595762	20.276173	4.4
27937	HD  40200	88.671334	-49.627011	6.098
27938	HD  39853	88.681794	-11.774194	5.613
27939	HD  39775	88.683486	0.968616	5.975
27947	HD  40292	88.708714	-52.635481	5.29
27949	* ksi Aur	88.711529	55.706967	4.96
27955	HD  40091	88.718679	-39.957860	5.543
27965	*  57 Ori	88.736195	19.749618	5.894
27971	*  31 Cam	88.740942	59.888369	5.2
27989	* alf Ori	88.792939	7.407064	0.42
28010	* ksi Col	88.874645	-37.120683	4.961
28011	HD  39910	88.875715	-4.616544	5.857
28019	HD  39927	88.897371	-4.788586	6.264
28041	V* U Ori	88.954878	20.175188	5.4
28085	HD  40151	89.059465	-22.839976	5.945
28098	* sig Col	89.087263	-31.382439	5.51
28103	* eta Lep	89.101223	-14.167700	3.72
28110	HD  39985	89.116808	9.509393	5.964
28117	HD  39866	89.140699	28.942266	6.336
28118	HD  40235	89.143495	-23.215312	6.361
28138	HD  40359	89.204190	-31.976245	6.419
28139	HD  40020	89.206041	11.521059	5.884
28154	HD  39970	89.233827	24.249689	6.029
28180	HD  40665	89.309889	-53.425695	6.451
28199	* gam Col	89.384209	-35.283281	4.36
28205	HD  39429	89.395916	66.096099	6.26
28232	HD  40282	89.477052	1.224312	6.202
28237	* 139 Tau	89.498571	25.953912	4.82
28252	HD  40347	89.548791	-0.994019	6.198
28271	*  59 Ori	89.601846	1.837108	5.886
28287	HD  40733	89.656446	-44.034560	5.802
28296	*  60 Ori	89.706561	0.552982	5.2
28321	*   1 Mon	89.754501	-9.382224	6.16
28325	*   2 Mon	89.767972	-9.558253	5.029
28328	* eta Col	89.786688	-42.815132	3.96
28343	HD  40084	89.840747	49.924539	5.907
28358	* del Aur	89.881743	54.284738	3.72
28360	* bet Aur	89.882179	44.947433	1.9
28380	* tet Aur	89.930292	37.212585	2.62
28385	*  34 Cam	89.940934	55.320854	6.41
28390	HD  40083	89.949782	54.547008	6.129
28404	* pi. Aur	89.983741	45.936735	4.25
28413	HD  40657	90.013957	-3.074258	4.52
28434	V* AC Lep	90.073585	-12.900034	6.195
28438	HD  40325	90.078741	44.592013	6.2
28484	HD  41214	90.204875	-51.216321	5.647
28499	*  36 Aur	90.244009	47.901925	5.706
28500	HD  40589	90.251890	27.572362	6.04
28517	HD  40588	90.291838	31.034517	6.19
28520	HD  40972	90.304573	-25.417761	6.037
28524	HD  41047	90.317907	-33.911836	5.524
28532	HD  36905	90.334473	85.182115	6.115
28561	* 141 Tau	90.423456	22.400995	6.355
28562	HD  40486	90.429416	48.959446	5.959
28574	*   3 Mon	90.460091	-10.597931	5.01
28596	V* SW Pic	90.538896	-60.096831	6.49
28614	* mu. Ori	90.595820	9.647273	4.12
28622	HD  41125	90.640885	-14.497156	6.186
28634	HD  40650	90.688089	47.809530	6.49
28637	HD  40626	90.702513	49.905679	6.04
28642	HD  40722	90.722904	43.378332	6.35
28656	HD  40568	90.767987	57.018313	6.48
28675	HD  41312	90.815015	-26.284543	5.04
28686	HD  41076	90.853203	11.681066	6.075
28691	*  64 Ori	90.864016	19.690563	5.13
28716	* chi02 Ori	90.979935	20.138452	4.63
28734	*   1 Gem	91.030064	23.263344	4.15
28744	HD  41335	91.056251	-6.708951	5.21
28756	*  72 Col	91.084439	-32.172429	5.631
28764	HD  41700	91.118497	-45.036604	6.35
28765	*  35 Cam	91.121336	51.573397	6.392
28790	HD  41742	91.167089	-45.078915	5.966
28812	*  63 Ori	91.242429	5.419967	5.658
28814	*  66 Ori	91.243162	4.158662	5.621
28816	*  17 Lep	91.246373	-16.484436	4.93
28820	HD  41162	91.260755	37.964278	6.32
28829	HD  40827	91.284293	59.393214	6.321
28831	HD  40055	91.288942	75.585919	6.29
28854	HD  41547	91.362634	-10.242595	5.874
28855	HD  41759	91.363244	-35.513647	5.795
28861	HD  41269	91.391246	33.599050	6.213
28899	HD  41843	91.523080	-29.758624	5.784
28909	* eta01 Dor	91.539091	-66.039621	5.69
28910	* tet Lep	91.538849	-14.935255	4.663
28930	V* V394 Aur	91.593522	29.512412	6.033
28943	HD  41841	91.633735	-23.110848	5.46
28946	*  40 Aur	91.646240	38.482647	5.345
28949	HD  41692	91.661402	-4.193836	5.362
28951	HD  40956	91.663146	63.453837	6.45
28957	* pi.01 Col	91.671016	-42.298800	6.154
28984	V* YY Lep	91.739637	-21.812298	5.78
28988	HD  42168	91.757882	-45.091509	6.475
28991	HD  42540	91.764195	-62.154569	5.041
28992	HD  42054	91.765290	-34.312022	5.836
29025	HD  41467	91.861487	41.854282	6.144
29034	* tet Col	91.881803	-37.252919	4.994
29038	* nu. Ori	91.893021	14.768475	4.397
29048	*  19 Lep	91.923492	-19.165867	5.279
29064	* pi.02 Col	91.970248	-42.154041	5.492
29114	HD  41636	92.096400	41.055728	6.339
29129	HD  42448	92.144288	-44.356213	6.246
29134	* nu. Dor	92.184424	-68.843412	5.038
29140	HD  42132	92.198758	-6.821372	6.46
29150	HD  42301	92.241122	-22.427393	5.48
29151	HD  42111	92.241266	2.499690	5.73
29178	HD  42327	92.334159	-18.126387	6.359
29185	HD  42683	92.347603	-49.562831	6.484
29196	HD  42049	92.385154	22.190265	5.904
29205	HD  42341	92.393850	-14.584618	5.555
29210	HD  42278	92.401050	-5.711429	6.148
29225	*   3 Gem	92.433272	23.113465	5.75
29233	HD  42486	92.446438	-26.701085	6.277
29234	HD  42443	92.449812	-22.774340	5.717
29246	*  37 Cam	92.495890	58.935693	5.355
29263	V* AF Col	92.543350	-40.353791	5.58
29271	* alf Men	92.560302	-74.753044	5.069
29276	* del Pic	92.574619	-54.968643	4.72
29294	HD  42621	92.644501	-27.154343	5.698
29304	HD  42834	92.666366	-45.281989	6.272
29323	V* V653 Mon	92.755056	-6.754216	6.15
29326	HD  42351	92.757377	18.130462	6.335
29347	HD  42729	92.806902	-26.482099	6.068
29348	*  39 Cam	92.806702	60.453489	6.5
29353	* eta02 Dor	92.812424	-65.589418	5.01
29371	HD  42477	92.866295	13.638562	6.036
29379	*   5 Gem	92.884606	24.420253	5.825
29388	*  41 Aur A	92.902465	48.710988	6.15
29401	HD  42657	92.932155	-4.665445	6.18
29404	HD  42083	92.941305	52.647184	6.268
29417	HD  42690	92.965893	-6.550283	5.04
29426	* ksi Ori	92.984988	14.208767	4.48
29433	*  68 Ori	93.005589	19.790542	5.749
29434	* f01 Ori	93.013666	16.130404	4.92
29450	*   6 Gem	93.079578	22.908515	6.39
29451	HD  42471	93.083854	32.693382	5.769
29490	*  36 Cam	93.212761	65.718421	5.344
29509	HD  42787	93.248220	6.016258	6.459
29568	HD  43162	93.438731	-23.861937	6.366
29569	HD  42466	93.438924	51.172469	6.068
29575	HD  43023	93.475975	-3.741371	5.833
29629	HD  43157	93.652928	-4.568456	5.819
29651	* gam Mon	93.713888	-6.274777	3.96
29655	* eta Gem	93.719355	22.506787	3.28
29678	HD  43112	93.785303	13.851100	5.894
29679	HD  43396	93.785010	-20.272185	5.868
29692	HD  43429	93.823862	-18.477241	5.984
29696	* kap Aur	93.844535	29.498076	4.35
29704	* f02 Ori	93.854702	16.143165	5.327
29705	HD  43362	93.858953	-9.035761	6.081
29711	HD  43319	93.873638	-4.914718	6.0
29716	HD  43318	93.892771	-0.512189	5.65
29728	HD  43285	93.917403	6.066169	6.07
29730	*  40 Cam	93.918903	59.998965	5.351
29735	HD  43445	93.937026	-13.718414	5.001
29736	*  73 Ori	93.937352	12.551070	5.467
29746	HD  43358	93.974907	1.169120	6.36
29771	HD  43544	94.032048	-16.618007	5.91
29788	HD  44120	94.078273	-59.213503	6.43
29789	*   8 Gem	94.079362	23.970030	6.075
29798	HD  43335	94.099135	17.181607	6.37
29807	* kap Col	94.138065	-35.140515	4.37
29808	HD  43847	94.148283	-39.264393	5.983
29840	*   9 Gem	94.244608	23.740912	6.25
29842	HD  43899	94.255131	-37.737446	5.534
29843	HD  43745	94.264991	-22.715231	6.04
29850	* l Ori	94.277583	9.942393	5.386
29852	HD  43940	94.289846	-37.253553	5.872
29860	HD  43587	94.317207	5.099974	5.7
29895	HD  43827	94.423850	-16.815909	5.148
29913	HD  44267	94.465603	-52.733031	6.387
29919	*   1 Lyn	94.478424	61.515287	5.05
29931	HD  43683	94.523368	14.382860	6.125
29941	HD  43955	94.557202	-19.966974	5.501
29949	*  43 Aur	94.570272	46.360443	6.323
29982	HD  43821	94.668164	9.047170	6.225
29993	HD  44021	94.703297	-15.024961	6.06
29996	HD  43993	94.710760	-9.390018	5.352
29997	HD  42818	94.711573	69.319814	4.757
30011	HD  44081	94.745731	-20.925610	5.8
30019	V* V1155 Ori	94.757678	17.325262	6.32
30028	HD  44037	94.783049	-8.586013	6.22
30060	*   2 Lyn	94.905719	59.010981	4.434
30062	HD  44225	94.909040	-22.103120	6.27
30069	HD  44323	94.920653	-34.396591	5.749
30073	*   7 Mon	94.928333	-7.822906	5.252
30093	HD  44131	94.998315	-2.944494	4.899
30099	HD  44033	95.017600	14.651130	5.658
30122	* zet CMa	95.078300	-30.063367	2.99
30141	HD  44379	95.146490	-23.637965	6.48
30143	HD  44506	95.150999	-34.144144	5.521
30190	HD  44394	95.272621	-11.817332	6.32
30200	HD  44092	95.299654	29.540828	6.404
30214	HD  44458	95.352986	-11.773241	5.55
30217	HD  44333	95.357421	2.268521	6.28
30218	HD  44234	95.357997	17.763464	6.28
30247	*  45 Aur	95.442210	53.452177	5.333
30272	*   4 Lyn	95.514798	59.372098	6.07
30277	* del Col	95.528437	-33.436399	3.85
30318	HD  44497	95.651635	12.570237	6.0
30321	* pi.01 Dor	95.659482	-69.984045	5.542
30324	* bet CMa	95.674939	-17.955919	1.97
30342	* nu. Pic	95.732626	-56.369967	5.598
30343	* mu. Gem	95.740112	22.513583	2.87
30352	HD  45461	95.756059	-63.683135	6.278
30357	HD  44061	95.776539	56.976349	6.47
30376	HD  44956	95.810308	-31.790315	6.319
30382	HD  44700	95.827049	3.764490	6.385
30407	V* V721 Mon	95.899658	-9.874730	6.134
30419	* eps Mon A	95.942023	4.592882	4.398
30420	HD  44891	95.942268	-15.071254	6.221
30423	HD  45450	95.945530	-58.543872	6.467
30436	HD  45018	95.982974	-25.577632	5.6
30438	* alf Car	95.987958	-52.695661	-0.74
30444	HD  45145	96.004208	-36.707763	5.619
30448	HD  44783	96.009513	8.885013	6.219
30457	HD  44951	96.042998	-11.530088	5.207
30463	HD  45557	96.057677	-60.281323	5.766
30468	HD  44996	96.085740	-12.961934	6.12
30480	HD  45701	96.110834	-63.429011	6.46
30501	HD  44780	96.182281	25.048719	6.345
30503	HD  45184	96.182832	-28.780115	6.39
30505	HD  45306	96.185402	-40.283979	6.292
30517	HD  44867	96.219878	16.057130	6.35
30520	* psi01 Aur	96.224590	49.287892	4.75
30524	HD  45796	96.232490	-63.828143	6.249
30541	V* T Mon	96.304165	7.085711	5.98
30545	HD  45067	96.318943	-0.945883	5.9
30564	V* BL Ori	96.367393	14.721992	6.0
30565	* pi.02 Dor	96.369295	-69.690300	5.38
30566	HD  45383	96.375023	-35.064150	6.243
30570	HD  44927	96.387245	23.327168	6.05
30591	* G Pup	96.431888	-48.176899	5.76
30595	HD  45168	96.446390	-3.889015	6.309
30602	HD  45090	96.468023	11.125882	6.38
30608	HD  45239	96.495115	-7.894984	6.404
30627	HD  45215	96.539694	-3.515721	6.43
30651	V* RR Lyn	96.607653	56.285096	5.54
30660	HD  45321	96.643516	-4.597397	6.133
30666	HD  45320	96.664958	-1.507333	5.854
30669	HD  45420	96.677740	-14.603430	6.3
30675	HD  45380	96.686883	-7.511940	6.33
30679	*   5 Lyn	96.703635	58.417408	5.197
30700	*   9 Mon	96.753659	-4.355646	6.472
30703	HD  45984	96.767237	-58.002119	5.816
30706	HD  45680	96.781601	-37.895504	6.487
30711	HD  45588	96.797353	-25.856498	6.07
30717	*  77 Ori	96.807338	0.299244	5.186
30720	*  78 Ori	96.814964	-0.276001	5.538
30728	HD  45415	96.835211	2.908288	5.543
30741	HD  45192	96.898007	32.562946	6.46
30769	*  16 Gem	96.986131	20.496321	6.22
30772	*  10 Mon	96.989867	-4.762148	5.041
30788	* lam CMa	97.042533	-32.580068	4.48
30794	HD  44472	97.060353	70.535319	6.04
30798	HD  45563	97.069865	1.912678	6.45
30804	HD  45512	97.078386	10.303896	6.155
30815	HD  45506	97.116891	16.238385	6.233
30827	*  48 Aur	97.142034	30.493036	5.55
30836	HD  45765	97.155915	-17.466010	5.761
30840	HD  45871	97.163510	-32.371277	5.74
30849	HD  45983	97.176713	-41.074858	6.316
30867	* bet Mon	97.204457	-7.033058	3.74
30883	* nu. Gem	97.240776	20.212135	4.14
30906	HD  45724	97.311715	2.646195	6.2
30932	*  61 Pic	97.368742	-56.852767	5.197
30972	*  47 Aur	97.512391	46.685555	5.866
30973	HD  46730	97.512543	-65.568241	6.262
30986	HD  45976	97.546984	-10.081513	5.909
30988	HD  46037	97.549240	-19.214889	6.44
31024	HD  46064	97.645359	-13.148174	6.14
31037	HD  46189	97.692853	-27.769580	5.903
31039	*   6 Lyn	97.696282	58.162633	5.855
31056	HD  46365	97.749561	-40.916253	6.179
31066	HD  45995	97.789842	11.251376	6.14
31067	HD  45951	97.791636	16.938632	6.17
31068	V* AE Pic	97.794331	-61.879543	6.144
31072	CD-35  2947	97.804556	-35.258857	5.82
31079	HD  46569	97.826379	-51.825960	5.573
31084	HD  46184	97.846023	-12.391975	5.153
31086	V* KM CMa	97.849978	-32.868546	6.34
31099	V* SX Col	97.895616	-36.940024	6.278
31105	*  19 Gem	97.905980	15.903504	6.38
31119	HD  46089	97.951245	11.544412	5.21
31121	HD  46229	97.958601	-8.158222	5.411
31125	* ksi01 CMa	97.964026	-23.418422	4.33
31137	* mu. Pic	97.992959	-58.753836	5.64
31158	*  20 Gem	98.077273	17.784351	6.242
31159	*  12 Mon	98.080016	4.855998	5.83
31165	HD  46568	98.089073	-37.696724	5.253
31167	HD  46304	98.096372	-5.868819	5.598
31168	HD  46178	98.096980	11.673517	6.05
31173	V* WW Aur	98.113270	32.454898	5.829
31190	HD  46547	98.162407	-32.030443	5.706
31205	V* HR CMa	98.195305	-11.166385	6.24
31216	*  13 Mon	98.225950	7.332970	4.5
31241	HD  46727	98.292665	-38.625187	6.434
31265	HD  47001	98.359507	-52.329232	6.172
31266	HD  46602	98.361108	-20.923970	6.402
31277	HD  46374	98.400685	14.155165	5.553
31278	HD  46487	98.408006	-1.220154	5.079
31299	HD  46815	98.456167	-36.232026	5.405
31359	*   7 Lyn	98.636667	55.353043	6.46
31362	HD  46936	98.647212	-32.716253	5.61
31385	*  14 Mon	98.692992	7.572482	6.46
31407	* N Car	98.744083	-52.975609	4.4
31416	* ksi02 CMa	98.764115	-22.964795	4.5
31434	*  49 Aur	98.800259	28.022311	5.26
31446	HD  46769	98.815952	0.890218	5.86
31448	HD  46709	98.823319	9.988337	5.887
31469	HD  47012	98.878410	-22.109052	6.32
31509	HD  47230	98.975123	-36.088633	6.35
31564	* nu.01 CMa	99.095218	-18.659904	5.695
31579	V* UU Aur	99.136821	38.445505	5.25
31583	HD  47054	99.147207	-5.211140	5.52
31592	* nu.02 CMa	99.170990	-19.255880	3.91
31593	HD  47247	99.171100	-22.614732	6.41
31599	HD  47182	99.194159	-13.321021	5.939
31603	HD  47475	99.213638	-41.557139	6.338
31617	HD  47463	99.257869	-38.146504	6.052
31646	HD  47129	99.350175	6.135380	6.06
31650	HD  47020	99.363700	24.590854	6.48
31662	HD  47156	99.403726	10.853295	6.37
31665	*  11 Lyn	99.409946	56.857530	5.89
31672	HD  47220	99.418026	2.704160	6.172
31674	HD  47366	99.419973	-12.985117	6.106
31681	* gam Gem	99.427960	16.399280	1.92
31685	* nu. Pup	99.440303	-43.195936	3.17
31688	HD  47536	99.448409	-32.339733	5.258
31697	HD  47240	99.469600	4.956668	6.2
31700	* nu.03 CMa	99.472589	-18.237481	4.43
31733	HD  47420	99.585231	-2.543896	6.116
31736	HD  47579	99.595450	-23.580319	6.5
31737	*  53 Aur	99.595877	28.984338	5.744
31758	HD  47561	99.647608	-16.873547	6.03
31765	* V Pup	99.656816	-48.220184	5.03
31766	HD  47432	99.659114	1.613521	6.31
31771	*  51 Aur	99.664737	39.390851	5.69
31789	* psi03 Aur	99.704918	39.902560	5.331
31813	HD  47358	99.772087	22.030883	6.08
31827	HD  47667	99.819664	-14.145762	4.812
31832	* psi02 Aur	99.832613	42.488877	4.82
31850	HD  47415	99.881181	24.600163	6.38
31859	HD  47827	99.900940	-23.695690	6.05
31870	HD  47946	99.927752	-30.470491	5.71
31876	HD  47575	99.948822	12.982770	5.978
31889	HD  47270	99.991191	44.014114	6.34
31897	* zet Men	100.012045	-80.813594	5.606
31940	HD  45866	100.120321	77.995783	5.72
31945	HD  47756	100.133110	6.371252	6.498
31946	HD  46509	100.134386	71.748786	5.86
31977	HD  49268	100.240010	-71.775191	6.492
31978	*  15 Mon	100.244415	9.895756	4.68
31992	HD  47964	100.272671	0.495322	5.765
32007	HD  48383	100.309040	-40.349847	6.14
32012	HD  47886	100.321747	11.003201	6.21
32019	*  25 Gem	100.337073	28.196640	6.427
32020	HD  47863	100.341423	16.397653	6.272
32040	HD  47703	100.407331	35.931920	6.481
32064	HD  48217	100.484939	-9.167535	5.194
32067	HD  48099	100.496795	6.345426	6.37
32104	*  26 Gem	100.601364	17.645302	5.21
32144	V* V350 CMa	100.691850	-22.448593	6.23
32173	* psi04 Aur	100.770717	44.524449	5.02
32177	HD  48348	100.777559	3.033801	6.17
32190	HD  48073	100.807261	37.147377	6.206
32208	HD  48797	100.847308	-39.193112	6.273
32226	HD  48434	100.911024	3.932530	5.9
32246	* eps Gem	100.983030	25.131127	2.98
32249	*  30 Gem	100.997030	13.228000	4.49
32268	HD  48272	101.052178	36.109258	6.369
32269	HD  49219	101.053294	-54.695515	6.46
32292	*  10 CMa	101.118613	-31.070526	5.17
32311	*  28 Gem	101.189416	28.970939	5.44
32322	HD  48938	101.216467	-27.341667	6.43
32332	HD  50002	101.231857	-70.433758	6.091
32349	* alf CMa	101.287155	-16.716116	-1.46
32362	* ksi Gem	101.322352	12.895595	3.36
32366	HD  49095	101.345585	-31.793648	5.916
32368	HD  49001	101.347350	-23.462432	6.033
32385	HD  49131	101.379953	-30.948980	5.68
32402	HD  49517	101.473824	-52.409691	5.761
32404	*  32 Gem	101.475830	12.693563	6.47
32411	HD  49048	101.497475	-14.796129	5.298
32431	HD  48805	101.543207	23.371223	6.49
32434	HD  49336	101.550623	-37.775324	6.192
32463	*  16 Mon	101.635060	8.587158	5.92
32474	HD  49147	101.662567	-10.107360	5.646
32489	*  13 Lyn	101.706293	57.169176	5.335
32492	*  11 CMa	101.712885	-14.425975	5.272
32494	HD  49689	101.719472	-51.265668	5.379
32500	HD  58805	101.744066	-87.024964	6.462
32504	*  12 CMa	101.756181	-21.015403	6.08
32531	V* V448 Car	101.827951	-55.539990	5.61
32533	*  17 Mon	101.832626	8.037256	4.77
32537	* x Pup	101.839164	-37.929697	5.26
32558	HD  49331	101.905087	-8.998503	5.062
32562	* psi06 Aur	101.914900	48.789484	5.216
32578	*  18 Mon	101.965200	2.412176	4.47
32607	* alf Pic	102.047730	-61.941389	3.23
32617	HD  49434	102.079443	-1.318923	5.731
32682	HD  49567	102.265234	1.002067	6.15
32698	HD  49643	102.318357	-2.272047	5.75
32740	V* IS Gem	102.422139	32.606760	5.708
32746	HD  49364	102.434506	37.512748	6.48
32753	*  33 Gem	102.457651	16.202884	5.87
32759	* kap CMa	102.460246	-32.508479	3.89
32761	V* V415 Car	102.463807	-53.622450	4.408
32765	* X Pup	102.477568	-46.614562	5.14
32768	* tau Pup	102.484038	-50.614539	2.93
32775	HD  50571	102.504230	-60.249145	6.098
32809	HD  49980	102.590702	-17.084552	5.771
32810	V* HZ CMa	102.597284	-31.706058	5.747
32814	*  35 Gem	102.606244	13.413179	5.672
32827	HD  50093	102.653997	-25.778394	6.314
32838	V* V592 Mon	102.676263	-8.040997	6.29
32844	* psi07 Aur	102.691430	41.781231	4.975
32851	HD  49933	102.707629	-0.540880	5.771
32855	HD  50235	102.718132	-34.367318	4.989
32864	*  42 Cam	102.737871	67.571934	5.122
32912	* iot Vol	102.862438	-70.963410	5.395
32918	HD  50621	102.885747	-48.292754	6.404
32921	* d Gem	102.887693	21.761145	5.259
32931	HD  50062	102.914070	3.041992	6.369
32938	HD  50445	102.926753	-36.230272	5.94
32968	*  87 Gem	102.999942	23.601722	5.671
32990	HD  50282	103.095259	-5.316277	6.282
33012	HD  51210	103.189288	-59.341171	6.415
33015	HD  50860	103.196404	-43.975587	6.46
33018	* tet Gem	103.197245	33.961257	3.6
33024	HD  50277	103.206128	8.380397	5.742
33040	V* KX CMa	103.251248	-26.957633	6.44
33041	*  59 Aur	103.255879	38.869148	6.099
33044	HD  50056	103.264753	35.787999	6.016
33048	*  14 Lyn	103.271035	59.448542	5.38
33056	HD  49949	103.281577	44.839938	6.236
33077	HD  50644	103.328384	-19.032694	5.648
33079	HD  50643	103.341005	-18.932842	6.123
33082	HD  50371	103.343328	10.996654	6.281
33092	*  15 CMa	103.387112	-20.224253	4.83
33094	HD  50806	103.391427	-28.539794	6.04
33104	*  43 Cam	103.426034	68.888311	5.096
33126	HD  50853	103.481053	-24.538756	6.22
33133	* psi08 Aur	103.487804	38.505019	6.443
33139	HD  51266	103.509408	-50.611600	6.26
33152	* omi01 CMa	103.533134	-24.184211	3.87
33154	HD  50700	103.535798	-5.852189	6.46
33160	* tet CMa	103.547495	-12.038628	4.08
33184	HD  50747	103.602715	-1.126947	5.435
33189	V* NP Pup	103.611181	-42.365572	6.27
33202	* e Gem	103.660992	13.177845	4.715
33210	HD  50820	103.675177	-1.756483	6.21
33243	HD  50890	103.745488	-2.803590	6.017
33248	*  17 CMa	103.761408	-20.404877	5.792
33269	V* V352 Aur	103.811076	43.910029	6.151
33271	HD  50384	103.813277	45.826409	6.311
33277	*  37 Gem	103.827776	25.375695	5.748
33297	HD  50931	103.894256	8.324291	6.258
33302	* pi. CMa	103.905960	-20.136497	4.664
33316	HD  51283	103.945534	-22.941443	5.3
33330	HD  51411	103.978217	-31.790179	6.34
33345	* mu. CMa A	104.027691	-14.043431	5.09
33347	* iot CMa	104.034269	-17.054239	4.385
33357	HD  51799	104.066625	-48.721143	4.95
33372	HD  51104	104.107637	9.956574	5.897
33377	* psi09 Aur	104.133575	46.273999	5.87
